$23450,0,John Boehner (R),K1200,Corporate Lawyers & law firms
$23450,3,John Boehner (R),E1170,Gasoline service stations
$23500,5,John Boehner (R),A3300,Feedlots & related livestock services
$23750,0,John Boehner (R),J5100,Pro-Israel
$24300,0,John Boehner (R),H4300,Pharmaceutical manufacturing
$24500,9,John Boehner (R),A3200,Sheep and Wool Producers
$24600,0,John Boehner (R),Y2000,No employer listed or discovered
$24600,0,John Boehner (R),E1610,Rural electric cooperatives
$25000,0,John Boehner (R),A6000,Farm organizations & cooperatives
$25000,0,John Boehner (R),T2310,"Auto dealers, foreign imports"
$25315,0,John Boehner (R),G2100,Food and kindred products manufacturing
$25600,0,John Boehner (R),H1700,Other non-physician health practitioners
$25800,0,John Boehner (R),J7700,Children's rights
$26000,0,John Boehner (R),G2500,Food wholesalers
$26400,0,John Boehner (R),G6100,Amusement/recreation centers
$26406,2,John Boehner (R),T8200,Motor homes & camper trailers
$26600,0,John Boehner (R),E1500,Alternate energy production & services
$26700,4,John Boehner (R),E2000,"Environmental services, equipment & consulting"
$26750,28,John Boehner (R),C2400,Motion Picture production & distribution
$27800,0,John Boehner (R),F4500,Building operators and managers
$27950,2,John Boehner (R),D3000,Defense electronic contractors
$29500,2,John Boehner (R),E1100,Oil & Gas
$29598,4,John Boehner (R),A2300,Poultry & eggs
$29700,0,John Boehner (R),H5150,Medical schools
$30000,0,John Boehner (R),M2000,Heavy industrial manufacturing
$31000,0,John Boehner (R),B5400,Other construction-related products
$31500,0,John Boehner (R),M1300,Household cleansers & chemicals
$31500,0,John Boehner (R),LB100,Building trades unions
$31650,0,John Boehner (R),G5200,Business services
$31650,0,John Boehner (R),F3300,Life insurance
$31800,0,John Boehner (R),X0000,Other
$32400,0,John Boehner (R),H2000,Health care institutions
$32550,-8,John Boehner (R),J9000,Other single-issue or ideological groups
$32600,2,John Boehner (R),M1500,Plastics & Rubber processing & products
$33950,4,John Boehner (R),D2000,Defense aerospace contractors
$34400,0,John Boehner (R),H5200,"Technical, business and vocational schools & svcs"
$34500,0,John Boehner (R),E1600,Electric Power utilities
